arabic_name,english_name
المقلب - الصناعه,Al-Maqlab - Al-Sina'ah
المقلب - الوادي,Al-Maqlab - Al-Wadi
المقلب - برح العميره,Al-Maqlab - Barh Al-'Amirah
المقلب - شط عقاب,Al-Maqlab - Shat 'Uqab
المعصرة,Al-Ma'sara
المعصرة - عبدالقادر,Al-Ma'sara - Abdul Qadir
المعصرة - البيت الاسفل,Al-Ma'sara - Al-Bayt Al-Asfal
المعصرة - الدار,Al-Ma'sara - Al-Dar
المعصرة - الذاري,Al-Ma'sara - Al-Dhari
المعصرة - المحكمة,Al-Ma'sara - Al-Mahkama
المطرح,Al-Matrah
المزانده - البطنه,Al-Mazanda - Al-Batnah
المزانده - الضاربه,Al-Mazanda - Al-Daribah
المزانده - الفاحم,Al-Mazanda - Al-Fahim
المزانده - الحجريه,Al-Mazanda - Al-Hajariya
المزانده - الحصبري,Al-Mazanda - Al-Hasbari
المزانده - المحالب,Al-Mazanda - Al-Mahalib
المزانده - المناصب,Al-Mazanda - Al-Manasib
المزانده - المرقاب,Al-Mazanda - Al-Mirqab
المزانده - النجد الاعلى,Al-Mazanda - Al-Najd Al-A'la
المزانده - النجد الاسفل,Al-Mazanda - Al-Najd Al-Asfal
المزانده - الناصي,Al-Mazanda - Al-Nasi
المزانده - الزحط,Al-Mazanda - Al-Zaht
المزانده - دمنة الشرف,Al-Mazanda - Damnat Al-Sharaf
المزانده - دار جيهلان,Al-Mazanda - Dar Jihlan
المزانده - ضراعه,Al-Mazanda - Dhara'ah
المزانده - هيجة حقر,Al-Mazanda - Hayjah Haqr
المزانده - جرابه,Al-Mazanda - Jarabah
المزانده - خوصانه,Al-Mazanda - Khawsana
المزانده - شعب الوحشين,Al-Mazanda - Sha'b Al-Wahshayn
الميدان,Al-Midan
الميدان - نجد الميدان,Al-Midan - Najd Al-Midan
الميدان - شعب الحاج,Al-Midan - Shaab Al-Hajj
المخاء - عبد القادر,Al-Mukha - 'Abd Al-Qadir
المخاء - ابو أسماعيل,Al-Mukha - Abu Isma'il
المخاء - العمودي,Al-Mukha - Al-'Amudi
المخاء - العروك,Al-Mukha - Al-'Arouk
المخاء - الحالي,Al-Mukha - Al-Hali
المخاء - الجعدي,Al-Mukha - Al-Ja'di
المخاء - المدينة,Al-Mukha - Al-Madinah
المخاء - الميناء,Al-Mukha - Al-Mina'
المخاء - المغيني,Al-Mukha - Al-Mughini
المخاء - القاهرة,Al-Mukha - Al-Qahirah
المخاء - الشاذلي,Al-Mukha - Al-Shadhili
المخاء - السويس,Al-Mukha - Al-Suways
المقيصع - البهيشة,Al-Muqaysi' - Al-Bahisha
المقيصع - البقاصة,Al-Muqaysi' - Al-Baqasa
المقيصع - الفريخه,Al-Muqaysi' - Al-Farikha
المقيصع - الغوشه,Al-Muqaysi' - Al-Ghusha
المقيصع - الحفيظه,Al-Muqaysi' - Al-Hafizah
المقيصع - الحجاريه,Al-Muqaysi' - Al-Hajariya
المقيصع - الهطيط,Al-Muqaysi' - Al-Hutayt
المقيصع - العراقي,Al-Muqaysi' - Al-'Iraqi
المقيصع - المعسار,Al-Muqaysi' - Al-Ma'sar
المقيصع - المطهف,Al-Muqaysi' - Al-Mutahhaf
المقيصع - القشوبع,Al-Muqaysi' - Al-Qashub'
المقيصع - القواسمه,Al-Muqaysi' - Al-Qawasima
المقيصع - القربة,Al-Muqaysi' - Al-Qurba
المقيصع - الرجيم,Al-Muqaysi' - Al-Rajim
المقيصع - الشعب,Al-Muqaysi' - Al-Sha'b
المقيصع - الشجيبة,Al-Muqaysi' - Al-Shujayba
المقيصع - السريبه,Al-Muqaysi' - Al-Suraybah
المقيصع - الطهبله,Al-Muqaysi' - Al-Tahbalah
المقيصع - الطنيحه,Al-Muqaysi' - Al-Taniha
المقيصع - بيت العميره,Al-Muqaysi' - Bayt Al-'Amira
الموسنه - الحجفه,Al-Musinah - Al-Hajfah
الموسنه - الحميده,Al-Musinah - Al-Hamidah
الموسنه - القطيعه,Al-Musinah - Al-Qati'ah
الموسنه - الطاهري,Al-Musinah - Al-Tahir
الموسنه - دار العنبى,Al-Musinah - Dar Al-'Anabi
الموسنه - دارالكدف,Al-Musinah - Dar Al-Kadif
الموسنه - دارعلوان,Al-Musinah - Dar 'Alwan
الموسنه - حسى الاحمر,Al-Musinah - Hasi Al-Ahmar
الموسنه - حسى الحراز,Al-Musinah - Hasi Al-Haraz
الموسنه - حصيب الغريماء,Al-Musinah - Hasib Al-Gharimah
النوازل - العكده,Al-Nawazil - Al-'Akdah
النوازل - الاكمة,Al-Nawazil - Al-Akma
النوازل - الاملاك,Al-Nawazil - Al-Amlak
النوازل - العروض,Al-Nawazil - Al-'Arud
النوازل - الداخله,Al-Nawazil - Al-Dakhilah
النوازل - الحروره حصــه,Al-Nawazil - Al-Harura Hissa
النوازل - الهنيميـه,Al-Nawazil - Al-Hunaymiya
النوازل - الخرائب,Al-Nawazil - Al-Khara'ib
النوازل - الملعب الاعلى,Al-Nawazil - Al-Mal'ab Al-A'la
النوازل - المثعوب,Al-Nawazil - Al-Math'ub
النوازل - المصلاب,Al-Nawazil - Al-Musallab
النوازل - النقيل,Al-Nawazil - Al-Naqil
النوازل - القفاعية,Al-Nawazil - Al-Qafa'iya
النوازل - القحفه,Al-Nawazil - Al-Qahfa
النوازل - القبه,Al-Nawazil - Al-Qubba
النوازل - الصلعـي,Al-Nawazil - Al-Sal'i
النوازل - الشعوب,Al-Nawazil - Al-Shu'ub
النوازل - الزريبه,Al-Nawazil - Al-Zariba
النوازل - اوجافــه,Al-Nawazil - Awjafa
النوازل - ذي خير,Al-Nawazil - Dhi Khayr
النوازل - جبل حازمي,Al-Nawazil - Jabal Hazmi
النوازل - كفائه,Al-Nawazil - Kafa'a
النوازل - نجدالجرف,Al-Nawazil - Najd Al-Jarf
النوازل - نجد قسيم,Al-Nawazil - Najd Qasim
النوبه,Al-Nawba
القحفه,Al-Qahfah
القحفه - الحجاجيه,Al-Qahfah - Al-Hajjajiyah
القحفه - المعيعه,Al-Qahfah - Al-Mu'ayyah
القحفه - المقطرن,Al-Qahfah - Al-Muqatran
القحفه - الطريره,Al-Qahfah - Al-Tarirah
القحيزه - الاعصره,Al-Qahizah - Al-A'sarah
القحيزه - البيضاء,al-Qahizah - al-Bayda'
القحيزه - الجبه,Al-Qahizah - Al-Jabhah
القحيزه - الكبه,al-Qahizah - al-Kabbah
القحيزه - المضاحي,Al-Qahizah - Al-Madhahi
القحيزه - الشعب,Al-Qahizah - Al-Sha'ab
القحيزه - حاضيه العليا,al-Qahizah - Hadhiya al-Ulya
القحيزه - حوجله,al-Qahizah - Hawjalah
القحيزه - نمر,al-Qahizah - Nimr
القاعده,Al-Qa'idah
القاعده - المحرقه,Al-Qa'idah - Al-Muharraqah
القاعده - النوبة,Al-Qa'idah - Al-Nawbah
القاعده - القطف,Al-Qa'idah - Al-Qatif
القمبرية,Al-Qambariyah
القمبرية - البرحه,Al-Qambariyah - Al-Barhah
القشعه,al-Qash'a
القشعه - شعبة النجد,al-Qash'a - Sha'bat al-Najd
القشعه,Al-Qash'ah
القشعه,al-Qash'ah
القشعه - الاسبال,Al-Qash'ah - Al-Asbal
القشعه - الكبب,Al-Qash'ah - Al-Kabab
القشعه - الخرابه,Al-Qash'ah - Al-Kharaba
القشعه - المحجر,Al-Qash'ah - Al-Mahjar
القشعه - المقروضي,Al-Qash'ah - Al-Maqrudhi
القشعه - المعطابه العليا,Al-Qash'ah - Al-Ma'tabah Al-Ulya
القشعه - الموبره,Al-Qash'ah - Al-Mawbarah
القشعه - المقره,Al-Qash'ah - Al-Muqrah
القشعه - القريه,Al-Qash'ah - Al-Qaryah
القشعه - الرشحه,Al-Qash'ah - Al-Rashah
القشعه - دعلج,al-Qash'ah - Da'laj
القشعه - قحفة الحراز,Al-Qash'ah - Qahfat Al-Haraz
القشعه - شعب البير,Al-Qash'ah - Sha'b Al-Bir
القشعه - شعب الرصد,Al-Qash'ah - Sha'b Al-Rasd
القشعه - زبيد,Al-Qash'ah - Zubayd
القطين,Al-Qateen
القطين - الاشراف,AL-Qateen - Al-Ashraf
القطين - المحيلبة,Al-Qateen - Al-Mahilba
القطين - القبع,AL-Qateen - Al-Qaba
القطين - القحاف,AL-Qateen - Al-Qahaf
القطين - الصرم,AL-Qateen - Al-Sarim
القطين - قراضـه,AL-Qateen - Qaradha
القطين - سحـر,AL-Qateen - Sahar
القطين - ذا العبار,AL-Qateen - Tha Al-Abar
القطنه - الاكمة,Al-Qatna - Al-Akma
القطنه - البياضيه,Al-Qatna - Al-Bayadiya
القطنه - البيحاني,Al-Qatna - Al-Bayhani
القطنه - الدار,Al-Qatna - Al-Dar
القطنه - الحرزه,Al-Qatna - Al-Harza
القطنه - النوبه,Al-Qatna - Al-Nuba
القطنه - القرف الاعلى,Al-Qatna - Al-Qarf Al-A'la
القطنه - القرف الاسفل,Al-Qatna - Al-Qarf Al-Asfal
القطنه - الشرف,Al-Qatna - Al-Sharaf
القطنه - التوبره,Al-Qatna - Al-Tawbara
القطنه - هيجة ياسين,Al-Qatna - Hijat Yasin
القطنه - رجحة المسجد,Al-Qatna - Rajhat Al-Masjid
القطنه - رجحه الطور,Al-Qatna - Rajhat Al-Tour
الرباعنه - الغابره,Al-Raba'nah - Al-Ghabirah
الرباعنه - الغارب,Al-Raba'nah - Al-Gharib
الرباعنه - المضابي,Al-Raba'nah - Al-Madhabi
الرباعنه - المجزع,Al-Raba'nah - Al-Majza'
الرباعنه - المراون,Al-Raba'nah - Al-Marawin
الرباعنه - المسوادة,Al-Raba'nah - Al-Maswadah
الرباعنه - السويداء,Al-Raba'nah - Al-Suwaydah
الرباعنه - التعبره,Al-Raba'nah - Al-Ta'abrah
الردف,Al-Radf
الردف - الذراع,Al-Radf - Al-Dhra'
الردف - الحمره,Al-Radf - Al-Hamrah
الردف - الجشيم,Al-Radf - Al-Jashim
الردف - المهريق,Al-Radf - Al-Mahriq
الردف - المعلم,Al-Radf - Al-Mu'allim
الردف - المنيهر,Al-Radf - Al-Munayhir
الردف - النشيم,Al-Radf - Al-Nashim
الردف - القطيف,Al-Radf - Al-Qatif
الردف - القوز,Al-Radf - Al-Qawz
الردف - الرحية,Al-Radf - Al-Rahiyah
الردف - الروقنه,Al-Radf - Al-Rawqnah
الردف - الشاقه,Al-Radf - Al-Shaqa
الردف - بعشيره,Al-Radf - Ba'shirah
الردف - حصب الدور,Al-Radf - Hasab Al-Dur
الردف - شعب الحشور,Al-Radf - Sha'ab Al-Hashur
الردف - شعب حزام,Al-Radf - Sha'b Hizam
الردف - شرج الذئب,Al-Radf - Sharj Al-Dhib
الردف - سدوح,Al-Radf - Suduh
الردف - وادي الرويعي,Al-Radf - Wadi Al-Ruwa'i
الرجحه - الهشام,Al-Rajha - Al-Hasham
الرجحه - الدبيله,Al-Rajhah - Al-Dabilah
الرجحه - الهبيله,Al-Rajhah - Al-Habilah
الرجحه - الهجينه,Al-Rajhah - Al-Hajinah
الرجحه - المحابيل,Al-Rajhah - Al-Mahabil
الرجحه - الرويس,Al-Rajhah - Al-Ruways
الرجحه - دبيلة الربوه,Al-Rajhah - Dabilat Al-Rabwa
الرجحه - دارتميم,Al-Rajhah - Dar Tamim
الرجحه - ثعوبه,Al-Rajhah - Tha'uba
الرجمه,Al-Rajmah
الرباط,Al-Ribat
الركز,al-Rukz
الركز - العذير,al-Rukz - al-'Adhir
الركز - الاعروق,al-Rukz - al-'Aruq
الركز - المغربه العليا,al-Rukz - al-Maghriba al-'Ulya
الركز - المزاحر,al-Rukz - al-Mazahir
الركز - الزرائب,al-Rukz - al-Zara'ib
الركز - عقمات,al-Rukz - 'Aqamat
الركز - شعب الصناع,al-Rukz - Sha'b al-Sina'
الركز - شعب سويلم,al-Rukz - Sha'b Suwaylim
الرويس,Al-Ruways
السفالية - البقين,Al-Safaliyah - Al-Baqin
السفالية - البوق,Al-Safaliyah - Al-Buq
السفالية - ال حميدان,Al-Safaliyah - Al-Humaidan
السفالية - الجحافي,Al-Safaliyah - Al-Jahafi
السفالية - المحاوي,Al-Safaliyah - Al-Mahawi
السفالية - المراعنه,Al-Safaliyah - Al-Mara'inah
السفالية - الزعاترالسفلى,Al-Safaliyah - Al-Za'atir Al-Sufla
السفالية - بلدالسيد,Al-Safaliyah - Balad Al-Sayyid
السفالية - جهاد,Al-Safaliyah - Jihad
السفالية - مراعنة الوادي,Al-Safaliyah - Mara'inah Al-Wadi
الصنمه - العراميه,Al-Sanmah - Al-'Aramiyah
الصنمه - الحصب,Al-Sanmah - Al-Hasab
الصنمه - الهجره,Al-Sanmah - Al-Hijrah
الصنمه - الحصه,Al-Sanmah - Al-Hisah
الصنمه - الخبيه,Al-Sanmah - Al-Khabiyah
الصنمه - المسماره,Al-Sanmah - Al-Masmarah
الصنمه - المنتصر,Al-Sanmah - Al-Muntasir
الصنمه - القشيعه,Al-Sanmah - Al-Qash'iyah
الصنمه - القشش,Al-Sanmah - Al-Qashsh
الصنمه - الزنح,Al-Sanmah - Al-Zanh
الصنمه - حارك النوبة,Al-Sanmah - Harik Al-Nawbah
الصنمه - حريزه,Al-Sanmah - Harizah
الصنمه - مكبر,Al-Sanmah - Makbar
الصنمه - شط معوضه,Al-Sanmah - Shat Mu'awwah
الصنمه - وادي هابة,Al-Sanmah - Wadi Habah
الصـويره - العارضة,Al-Sawera- Al-Ardah
الصـويره - المربعه,Al-Sawerah-Al Murbah
الصـويره - البقور,Al-Sawerah-Al-Baqwr
الصـويره - الدارات,Al-Sawerah-Al-Darat
الصـويره - الحافة,Al-Sawerah-Al-Hafah
الصـويره - الهجمة,Al-Sawerah-Al-Hajmah
الصـويره - الحوبان,Al-Sawerah-Al-Hawban
الصـويره - الهوب,Al-Sawerah-Al-Hwb
الصـويره - الجباه,Al-Sawerah-Al-Jabah
الصـويره - الجبانة,Al-Sawerah-Al-Jabanah
الصـويره - الكــدم,Al-Sawerah-Al-Kadm
الصـويره - المعصرة,Al-Sawerah-Al-Ma'asrah
الصـويره - الموكبه,Al-Sawerah-Al-Mawkabah
الصـويره - النوبة,Al-Sawerah-Al-Nwbah
الصـويره - عزان,Al-Sawerah-Azzan
الصـويره - حمـر,Al-Sawerah-Hamr
الصـويره - جهمه,Al-Sawerah-Jahmh
الصـويره - محروضــه,Al-Sawerah-Mahroudah
الصـويره - قحفه العيدروس,Al-Sawerah-Qahfat Al-Aidaroos
الصـويره - شبارقه,Al-Sawerah-Shabarqah
الشباب,Al-Shabab
الشبارة - العضيلة,Al-Shabara - Al-Adhila
الشبارة - العليلة,Al-Shabara - Al-Alila
الشبارة - العويضه,Al-Shabara - Al-Awidah
الشبارة - الفريعة,Al-Shabara - Al-Fari'ah
الشبارة - الحدابه,Al-Shabara - Al-Hadaba
الشبارة - الحليصة,Al-Shabara - Al-Halisa
الشبارة - الحميدة,Al-Shabara - Al-Hamida
الشبارة - الكبه,Al-Shabara - Al-Kabbah
الشبارة - الصوفة,Al-Shabara - Al-Sufah
الشبارة - الطريبة,Al-Shabara - Al-Tariba
الشبارة,Al-Shabarah
الشبارة - الاحيوس,Al-Shabarah - Al-Ahayus
الشبارة - الدوار,Al-Shabarah - Al-Dawar
الشبارة - الضبة,Al-Shabarah - Al-Dhabah
الشبارة - الحصينه,Al-Shabarah - Al-Husaynah
الشبارة - الجبيل,Al-Shabarah - Al-Jubail
الشبارة - الكبيسة,Al-Shabarah - Al-Kabisah
الشبارة - النجيبة,Al-Shabarah - Al-Najibah
الشبارة - القطين,Al-Shabarah - Al-Qatin
الشبارة - القوادر,Al-Shabarah - Al-Qawadir
الشبارة - الساده,Al-Shabarah - Al-Sadah
الشبارة - الصعيدة,Al-Shabarah - Al-Sa'idah
الشبارة - الشريج,Al-Shabarah - Al-Sharij
الشبارة - الطور,Al-Shabarah - Al-Tur
الشبارة - عقيلة,Al-Shabarah - Aqilah
الشبارة - قبقبة,Al-Shabarah - Qabqabah
الشاذلية - القفانين,Al-Shadhiliya - Al-Qafanin
الشاذلية,Al-Shadhiliyah
الشاذلية - العراعر,Al-Shadhiliyah - Al-Ara'ir
الشاذلية - الازوام,Al-Shadhiliyah - Al-Azwam
الشاذلية - البواكر,Al-Shadhiliyah - Al-Bawakir
الشاذلية - السليمة,Al-Shadhiliyah - Al-Salima
الشاذلية - جوفين,Al-Shadhiliyah - Jawfin
الشاذلية - نوبة القصيصى,Al-Shadhiliyah - Nawbat Al-Qasisi
الشقيراء - الحبوة البيضاء,Al-Shaqira' - Al-Habwa Al-Bayda'
الشقيراء - الحمراء,Al-Shaqira' - Al-Hamra'
الشقيراء - الكعوب الاعلى,Al-Shaqira' - Al-Ka'ub Al-A'la
الشقيراء - الخنيف,Al-Shaqira' - Al-Khanif
الشقيراء - الملاحيه,Al-Shaqira' - Al-Malahiya
الشقيراء - القاشميه,Al-Shaqira' - Al-Qashmiya
الشقيراء - الشعيب,Al-Shaqira' - Al-Shu'ayb
الشقيراء - التريس,Al-Shaqira' - Al-Taris
الشقيراء - حصب اسود,Al-Shaqira' - Hasab Aswad
الشقيراء - شعب المقعد,Al-Shaqira' - Sha'b Al-Maq'ad
الشرف,Al-Sharaf
الشعيب,Al-Shuaib
الشعيب - اكمة عثيمان,Al-Shuaib - Akmat Uthayman
الشعيب - البريح,Al-Shuaib - Al-Barih
الشعيب - الجريـن,Al-Shuaib - Al-Jarin
الشعيب - المشراح,Al-Shuaib - Al-Mashrah
الشعيب - النوبه,Al-Shuaib - Al-Nawbah
الشعيب - مسلقه,Al-Shuaib - Maslaqah
الشعيب - موقع,Al-Shuaib - Mawqa'
الشعيب - رصافة,Al-Shuaib - Rasafah
الشقيراء - العقيده السفلى,Al-Shuqayra - Al-'Aqidah Al-Sufla
الشقيراء - العقيده العليا,Al-Shuqayra - Al-'Aqidah Al-'Ulya
الشقيراء - البطحه,Al-Shuqayra - Al-Bat'hah
الشقيراء - الدار,Al-Shuqayra - Al-Dar
الشقيراء - الحبيه,Al-Shuqayra - Al-Habiyyah
الشقيراء - الحبوه السوداء,Al-Shuqayra - Al-Habwah Al-Sawda'
الشقيراء - اللصيبه,Al-Shuqayra - Al-Lasibah
الشقيراء - النوبه,Al-Shuqayra - Al-Nubah
الشقيراء - الرهيطه السفلى,Al-Shuqayra - Al-Rahitah Al-Sufla
الشقيراء - الرهيطه العليا,Al-Shuqayra - Al-Rahitah Al-'Ulya
الشقيراء - الروحه,Al-Shuqayra - Al-Rawha
الشقيراء - الشعوبه,Al-Shuqayra - Al-Shu'ubah
الشقيراء - حصيب المشاهره,Al-Shuqayra - Hasib Al-Mashahirah
الشقيراء - الكعوب الاسفل,Al-Shuqayra - Lower Ka'ub
الشقيراء - محوطو,Al-Shuqayra - Mahut
الشقيراء - مصران,Al-Shuqayra - Misran
الشقيراء - شعب قيس,Al-Shuqayra - Sha'b Qays
الشقيراء - وادي الاربح,Al-Shuqayra - Wadi Al-Arbah
السيمال,Al-Simal
السيمال - الخضراء,Al-Simal - Al-Khadra
السيمال - المسيلة,Al-Simal - Al-Masila
السيمال - حصيب الجروبة,Al-Simal - Hasib Al-Jarouba
السوداد,Al-Sudad
السفالية - الزماكرة,Al-Sufaliyah - Al-Zamakrah
الصنمه - الفاصه,Al-Sunmah - Al-Fasah
الصنمه - الغيزري,Al-Sunmah - Al-Ghayzari
الصنمه - الحلقوم,Al-Sunmah - Al-Halqum
الصنمه - الحنيشية,Al-Sunmah - Al-Hanashiyah
الصنمه - الهنيب,Al-Sunmah - Al-Hunayb
الصنمه - الجاتين,Al-Sunmah - Al-Jatin
الصنمه - النحر,Al-Sunmah - Al-Nahr
الصنمه - النخيله,Al-Sunmah - Al-Nakhilah
الصنمه - النازود,Al-Sunmah - Al-Nazud
الصنمه - السمايه,Al-Sunmah - Al-Samayah
الصنمه - عينان,Al-Sunmah - 'Aynan
الصنمه - عزان,Al-Sunmah - 'Azan
الصنمه - ذاخشه,Al-Sunmah - Dhakhshah
الصنمه - ذاسرعيد,Al-Sunmah - Dhasar 'Aid
السويدا,Al-Suwaida
السويداء - المغدر,Al-Suwayda' - Al-Maghdar
السويداء - المحوى,Al-Suwayda' - Al-Mahwa
السويداء - المطايا,Al-Suwayda' - Al-Mataya
السويداء - النجله,Al-Suwayda' - Al-Najlah
السويداء - النوبه,Al-Suwayda' - Al-Nawbah
السويداء - الرقع,Al-Suwayda' - Al-Ruqa'
السويداء - السادحي,Al-Suwayda' - Al-Sadhi
السويداء - السكرنة,Al-Suwayda' - Al-Sukranah
السويداء - داجنه,Al-Suwayda' - Dajnah
السويداء - وادي رين,Al-Suwayda' - Wadi Rin
السويهره - الحصيب,Al-Suwayhirah - Al-Hasib
السويهره - المحالص,Al-Suwayhirah - Al-Mahalis
السويهره - المحاوي,Al-Suwayhirah - Al-Mahawi
السويهره - المطيري,Al-Suwayhirah - Al-Mutairi
السويهره - الشويرح,Al-Suwayhirah - Al-Shuwayrih
السويهره - هيجة ضاوي,Al-Suwayhirah - Hijah Dhawi
السويهره - شلان,Al-Suwayhirah - Shalan
الطبيليه,Al-Tabiliyah
الطليله - الحلجوم,Al-Talilah - Al-Haljum
الطليله - الصفاء,Al-Talilah - Al-Safa
الطليله - الطويله,Al-Talilah - Al-Tawilah
الطليله - حصيب طليل,Al-Talilah - Hasib Talil
الثوباني,Al-Thawbani
الثوباني - السفيدة,Al-Thawbani - Al-Safida
الطفيلي - عكشة,Al-Tufayli - 'Akashah
الطفيلي - قبنه,Al-Tufayli - Qubnah
الطور,Al-Tur
الطوير - الاقشاب,Al-Tuwair - Al-Aqshab
الطوير - البراده,Al-Tuwair - Al-Barada
الطوير - الدهبليه,Al-Tuwair - Al-Dahbaliya
الطوير - الدماهيه,Al-Tuwair - Al-Damahiyyah
الطوير - الدرج الاعلى,Al-Tuwair - Al-Daraj Al-A'la
الطوير - الدرج الاسفل,Al-Tuwair - Al-Daraj Al-Asfal
الطوير - الذريع,Al-Tuwair - Al-Dhari'
الطوير - الهدد,Al-Tuwair - Al-Haddad
الطوير - الحجب,Al-Tuwair - Al-Hajab
الطوير - الحجرة,Al-Tuwair - Al-Hajrah
الطوير - الحمام,Al-Tuwair - Al-Hamam
الطوير - الكدف,Al-Tuwair - Al-Kadf
الطوير - الخرابه,Al-Tuwair - Al-Kharaba
الطوير - الخسعه,Al-Tuwair - Al-Khasa'a
الطوير - المحور,Al-Tuwair - Al-Mahwar
الطوير - المجاهش,Al-Tuwair - Al-Majahish
الطوير - المقطر,Al-Tuwair - Al-Maqtar
الطوير - الموايغ,Al-Tuwair - Al-Mawigh
الطوير - المحمر,Al-Tuwair - Al-Muhammar
الطوير - المعترض,Al-Tuwair - Al-Mu'tarid
الطوير - القلعه,Al-Tuwair - Al-Qal'a
الطوير - الشعبين,Al-Tuwair - Al-Sha'been
الطوير - الزهيب,Al-Tuwair - Al-Zuhayb
الطوير - برح العدنه,Al-Tuwair - Barh Al-'Adnah
الطوير - حليصه,Al-Tuwair - Halisah
الطوير - حصب الشرابه,Al-Tuwair - Hasab Al-Sharabah
الطوير - هيجه حصب زراع,Al-Tuwair - Hejah Hasab Zira'a
الطوير - جرنزه,Al-Tuwair - Jarnazah
الطوير - قريع,Al-Tuwair - Qari'
الطوير - قرية المحنش,Al-Tuwair - Qaryat Al-Mahanish
الطوير - رشيد,Al-Tuwair - Rashid
الطوير - شعب البيرك,Al-Tuwair - Sha'ab Al-Birk
العقده,Al-Uqda
العقده - الصفي,Al-Uqda - Al-Safi
الوحيز - العيينه,Al-Wahiz - Al-'Ayna
الوحيز - الكيمه,Al-Wahiz - Al-Kima
الوحيز - المحمري,Al-Wahiz - Al-Muhammari
الوحيز - المقاطره,Al-Wahiz - Al-Muqatira
الوحيز - المره السفلى,Al-Wahiz - Al-Murra Al-Sufla
الوحيز - المره العليا,Al-Wahiz - Al-Murra Al-'Ulya
الوحيز - القطان,Al-Wahiz - Al-Qattan
الوحيز - الرابصيه,Al-Wahiz - Al-Rabsiya
الوحيز - الرقيصه,Al-Wahiz - Al-Raqisa
الوحيز - الطوير,Al-Wahiz - Al-Tuwayr
الوحيز - شط الغراب,Al-Wahiz - Shat Al-Ghurab
الزغبري - الهديلة,Al-Zaghbari - Al-Hadila
الزغبري - الجرائب,Al-Zaghbari - Al-Jara'ib
الزغبري - المعاقم,Al-Zaghbari - Al-Ma'aqim
الزغبري - المحرقى,Al-Zaghbari - Al-Mahraqi
الزغبري - المطارشة,Al-Zaghbari - Al-Matarsha
الزغبري - المزاينة,Al-Zaghbari - Al-Mazayna
الزغبري - القوز,Al-Zaghbari - Al-Qawz
الزغبري - السبله,Al-Zaghbari - Al-Sabla
الزغبري - السيف,Al-Zaghbari - Al-Saif
الزغبري - الشرخ,Al-Zaghbari - Al-Sharikh
الزغبري - بعيلل,Al-Zaghbari - Ba'ilal
الزغبري - دار المخولى,Al-Zaghbari - Dar Al-Makhouli
الزغبري - دار عوض زيد,Al-Zaghbari - Dar Awad Zaid
الزغبري - دار صالح,Al-Zaghbari - Dar Saleh
الزغبري - غبيراء,Al-Zaghbari - Ghubayra
الزريبه,Al-Zaribah
الزريبه - الدرينه,Al-Zaribah - Al-Duraynah
الزريره,Al-Zarirah
الزهيرة - الخضيرة,Al-Zuhaira - Al-Khadira
الزهيرة - كمب ان سالدو,Al-Zuhaira - Camp An Saldo
الزهيرة - كمب فشو,Al-Zuhaira - Camp Fasho
الزهيرة - المدينه السكنية,Al-Zuhaira - Residential City
الزهيرة - المحطه البخارية,Al-Zuhaira - Steam Station
الزهارى,Al-Zuhari
الزهارى - الحصحوص,Al-Zuhari - Al-Hasahus
الزهارى - الرمة,Al-Zuhari - Al-Rummah
النشيفه - الضبيره,An-Nashifa - Ad-Dhabira
النشيفه - الهشمه,An-Nashifa - Al-Hashma
النشيفه - الجوف,An-Nashifa - Al-Jawf
النشيفه - الخرابه,An-Nashifa - Al-Kharaba
النشيفه - الملطه,An-Nashifa - Al-Malta
النشيفه - المعطاب الاسفل,An-Nashifa - Al-Ma'tab Al-Asfal
النشيفه - هيجة النقيل,An-Nashifa - Hayjat An-Naqil
العرجوش,Ar-'Arjush
الرواع,Ar-Rawa'
الرواع - الكحيلة,Ar-Rawa' - Al-Kahilah
الرواع - العروش,Ar-Rawa' - Al-'Urush
الرواع - الرواع الاسفل,Ar-Rawa' - Ar-Rawa' Asfal
عسق,Asaq
عسق - الاكمه,Asaq - Al-Akmah
عسق - المنزله,Asaq - Al-Manzilah
عسق - المشاعب,Asaq - Al-Masha'ib
عسق - المسلوم,Asaq - Al-Masloum
عسق - الشريج,Asaq - Al-Sharij
عسق - الزبه,Asaq - Al-Zubah
عسق - مهلصه,Asaq - Mahlasah
عسق - شعبة النقيل,Asaq - Sha'bat Al-Naqil
بحاره - الكدحه,Bahara - Al-Kadha
بحاره - المضروبه,Bahara - Al-Madrouba
بحاره - المرنوف,Bahara - Al-Marnouf
بحاره - الرقاع,Bahara - Al-Ruqaa
بني الحكم - الحريق,Bani Al-Hakam - Al-Hariq
بني الحكم - الكهرباء,Bani Al-Hakam - Al-Kahraba
بني الحكم - الميثاق,Bani Al-Hakam - Al-Mithaq
بني الحكم - المستشفى,Bani Al-Hakam - Al-Mustashfa
بني علي - البرحه,Bani 'Ali - Al-Barhah
بني علي - الدول,Bani Ali - Al-Dawl
بني علي - الديم,Bani Ali - Al-Deem
بني علي - الهيجة,Bani Ali - Al-Hejah
بني علي - المناخ,Bani Ali - Al-Manakh
بني علي - المزجاجه,Bani Ali - Al-Muzajajah
بني علي - القرف,Bani Ali - Al-Qarf
بني علي - الرقعه,Bani Ali - Al-Ruq'ah
بني علي - الصيفيه,Bani Ali - Al-Sayfiyah
بني علي - ضبيره,Bani Ali - Dhabirah
بني علي - كوكبان,Bani Ali - Kawkaban
